concept_id,concept_name,cluster
4157667,Intentional antispasmodic poisoning,Suicidality
4055531,Intentional aspirin overdose,Suicidality
4156143,Intentional aspirin poisoning,Suicidality
4178861,Intentional atenolol overdose,Suicidality
4162314,Intentional atenolol poisoning,Suicidality
4178987,Intentional atropine overdose,Suicidality
4160249,Intentional atropine poisoning,Suicidality
4166646,Intentional azapropazone overdose,Suicidality
4156772,Intentional azapropazone poisoning,Suicidality
4176978,Intentional azathioprine overdose,Suicidality
4095077,Intentional azathioprine poisoning,Suicidality
4177927,Intentional azithromycin overdose,Suicidality
4160115,Intentional azithromycin poisoning,Suicidality
4171959,Intentional baclofen overdose,Suicidality
4161884,Intentional barbitone poisoning,Suicidality
37208149,Intentional barbiturate overdose,Suicidality
4170005,Intentional beclamide overdose,Suicidality
4094782,Intentional beclamide poisoning,Suicidality
4180820,Intentional bendroflumethiazide overdose,Suicidality
4095240,Intentional bendroflumethiazide poisoning,Suicidality
4176087,Intentional benperidol overdose,Suicidality
4159340,Intentional benperidol poisoning,Suicidality
4174152,Intentional benzocaine overdose,Suicidality
4158120,Intentional benzocaine poisoning,Suicidality
4054783,Intentional benzodiazepine overdose,Suicidality
4175398,Intentional bile agent overdose,Suicidality
4160935,Intentional bile agent poisoning,Suicidality
4171133,Intentional bisacodyl overdose,Suicidality
4160818,Intentional bisacodyl poisoning,Suicidality
4175242,Intentional bismuth compound overdose,Suicidality
4160692,Intentional bismuth compound poisoning,Suicidality
4172743,Intentional bleomycin overdose,Suicidality
4156603,Intentional bleomycin poisoning,Suicidality
4161603,Intentional blood plasma poisoning,Suicidality
4180815,Intentional bretylium overdose,Suicidality
4177278,Intentional bromazepam overdose,Suicidality
4159186,Intentional bromazepam poisoning,Suicidality
4169859,Intentional bromocriptine overdose,Suicidality
4095082,Intentional bromocriptine poisoning,Suicidality
4177759,Intentional bronchodilator preparations overdose,Suicidality
4172556,Intentional bulk-forming laxative overdose,Suicidality
4156441,Intentional bulk-forming laxative poisoning,Suicidality
4180824,Intentional bumetanide overdose,Suicidality
4168273,Intentional bupivacaine overdose,Suicidality
4157803,Intentional bupivacaine poisoning,Suicidality
4166628,Intentional buprenorphine overdose,Suicidality
4157362,Intentional buprenorphine poisoning,Suicidality
4174776,Intentional buspirone overdose,Suicidality
4159201,Intentional buspirone poisoning,Suicidality
4174163,Intentional busulfan overdose,Suicidality
4160965,Intentional busulfan poisoning,Suicidality
4177150,Intentional butabarbitone overdose,Suicidality
4158985,Intentional butabarbitone poisoning,Suicidality
4174466,Intentional butriptyline overdose,Suicidality
4094621,Intentional butriptyline poisoning,Suicidality
4178858,Intentional caffeine overdose,Suicidality
4157200,Intentional caffeine poisoning,Suicidality
4174923,Intentional cannabis overdose,Suicidality
4159806,Intentional cannabis poisoning,Suicidality
4176543,Intentional carbenicillin overdose,Suicidality
4160522,Intentional carbenicillin poisoning,Suicidality
4175251,Intentional carbenoxolone overdose,Suicidality
4156311,Intentional carbenoxolone poisoning,Suicidality
4180664,Intentional carbimazole overdose,Suicidality
4161475,Intentional carbimazole poisoning,Suicidality
4172881,Intentional carboplatin overdose,Suicidality
4094487,Intentional carboplatin poisoning,Suicidality
4168409,Intentional carmustine overdose,Suicidality
4156599,Intentional carmustine poisoning,Suicidality
4171138,Intentional cascara overdose,Suicidality
4157968,Intentional cascara poisoning,Suicidality
4175276,Intentional castor oil overdose,Suicidality
4157973,Intentional castor oil poisoning,Suicidality
4178082,Intentional cefaclor overdose,Suicidality
4162626,Intentional cefaclor poisoning,Suicidality
4178075,Intentional cefadroxil overdose,Suicidality
4162618,Intentional cefadroxil poisoning,Suicidality
4180524,Intentional cefixime overdose,Suicidality
4160539,Intentional cefixime poisoning,Suicidality
4173680,Intentional cefodizime overdose,Suicidality
4162631,Intentional cefodizime poisoning,Suicidality
4180520,Intentional cefotaxime overdose,Suicidality
4160535,Intentional cefotaxime poisoning,Suicidality
4173684,Intentional cefpirome overdose,Suicidality
4158458,Intentional cefpirome poisoning,Suicidality
4173681,Intentional cefpodoxime overdose,Suicidality
4162740,Intentional cefpodoxime poisoning,Suicidality
4180532,Intentional cefsulodin overdose,Suicidality
4160546,Intentional cefsulodin poisoning,Suicidality
4176674,Intentional ceftazidime overdose,Suicidality
4161225,Intentional ceftazidime poisoning,Suicidality
4173682,Intentional ceftibuten overdose,Suicidality
4161229,Intentional ceftibuten poisoning,Suicidality
4173678,Intentional ceftizoxime overdose,Suicidality
4160538,Intentional ceftizoxime poisoning,Suicidality
4176676,Intentional ceftriaxone overdose,Suicidality
4161228,Intentional ceftriaxone poisoning,Suicidality
4173552,Intentional cefuroxime overdose,Suicidality
4158447,Intentional cefuroxime poisoning,Suicidality
4176980,Intentional central appetite depressant overdose,Suicidality
4094931,Intentional central appetite depressant poisoning,Suicidality
4173547,Intentional cephalexin overdose,Suicidality
4158443,Intentional cephalexin poisoning,Suicidality
4161232,Intentional cephaloridine poisoning,Suicidality
4180512,Intentional cephalothin overdose,Suicidality
4162620,Intentional cephalothin poisoning,Suicidality
4176671,Intentional cephamandole overdose,Suicidality
4161221,Intentional cephamandole poisoning,Suicidality
4180513,Intentional cephazolin overdose,Suicidality
4160527,Intentional cephazolin poisoning,Suicidality
4173550,Intentional cephradine overdose,Suicidality
4162622,Intentional cephradine poisoning,Suicidality
4160379,Intentional chelating agent poisoning,Suicidality
4170174,Intentional chloral hydrate overdose,Suicidality
4156924,Intentional chloral hydrate poisoning,Suicidality
4174166,Intentional chlorambucil overdose,Suicidality
4160969,Intentional chlorambucil poisoning,Suicidality
4173693,Intentional chloramphenicol overdose,Suicidality
4161238,Intentional chloramphenicol poisoning,Suicidality
4055532,Intentional chlordiazepoxide overdose,Suicidality
4156914,Intentional chlordiazepoxide poisoning,Suicidality
4170178,Intentional chlormethiazole overdose,Suicidality
4161898,Intentional chlormethiazole poisoning,Suicidality
4172737,Intentional chlormethine overdose,Suicidality
4158136,Intentional chlormethine poisoning,Suicidality
4175948,Intentional chlormezanone overdose,Suicidality
4159171,Intentional chlormezanone poisoning,Suicidality
4176512,Intentional chloroquine overdose,Suicidality
4162480,Intentional chloroquine poisoning,Suicidality
4180821,Intentional chlorothiazide overdose,Suicidality
4096130,Intentional chlorothiazide poisoning,Suicidality
4174952,Intentional chlorphenamine overdose,Suicidality
4159905,Intentional chlorphenamine poisoning,Suicidality
4171658,Intentional chlorpromazine overdose,Suicidality
4162019,Intentional chlorpromazine poisoning,Suicidality
4173711,Intentional chlorpropamide overdose,Suicidality
4158708,Intentional chlorpropamide poisoning,Suicidality
4139188,Intentional chlorprothixene overdose,Suicidality
4157060,Intentional chlorprothixene poisoning,Suicidality
4168111,Intentional cimetidine overdose,Suicidality
4157943,Intentional cimetidine poisoning,Suicidality
4175412,Intentional cinchocaine overdose,Suicidality
4157805,Intentional cinchocaine poisoning,Suicidality
4171007,Intentional cisapride overdose,Suicidality
4157955,Intentional cisapride poisoning,Suicidality
4168435,Intentional cisplatin overdose,Suicidality
4095666,Intentional cisplatin poisoning,Suicidality
4177121,Intentional citalopram overdose,Suicidality
4095228,Intentional citalopram poisoning,Suicidality
4176531,Intentional clarithromycin overdose,Suicidality
4158301,Intentional clarithromycin poisoning,Suicidality
4177281,Intentional clobazam overdose,Suicidality
4161890,Intentional clobazam poisoning,Suicidality
4178238,Intentional clofibrate overdose,Suicidality
4163627,Intentional clofibrate poisoning,Suicidality
4176990,Intentional clomipramine overdose,Suicidality
4096577,Intentional clomipramine poisoning,Suicidality
4177141,Intentional clonazepam overdose,Suicidality
4159013,Intentional clonazepam poisoning,Suicidality
4176373,Intentional clonidine overdose,Suicidality
4157212,Intentional clonidine poisoning,Suicidality
4176541,Intentional cloxacillin overdose,Suicidality
4158438,Intentional cloxacillin poisoning,Suicidality
4170183,Intentional clozapine overdose,Suicidality
4157044,Intentional clozapine poisoning,Suicidality
4160957,Intentional cocaine poisoning,Suicidality
4179004,Intentional colchicine overdose,Suicidality
4159916,Intentional colchicine poisoning,Suicidality
4161745,Intentional combined estrogen and progesterone poisoning,Suicidality
4161498,Intentional corticotropin poisoning,Suicidality
4161737,Intentional cortisone derivative poisoning,Suicidality
4179736,Intentional coumarin overdose,Suicidality
4163508,Intentional coumarin poisoning,Suicidality
4172887,Intentional crisantaspase overdose,Suicidality
4094493,Intentional crisantaspase poisoning,Suicidality
4170028,Intentional cyclobarbitone overdose,Suicidality
4159179,Intentional cyclobarbitone poisoning,Suicidality
4160102,Intentional cycloguanil poisoning,Suicidality
4175425,Intentional cyclophosphamide overdose,Suicidality
4156467,Intentional cyclophosphamide poisoning,Suicidality
4158586,Intentional cycloserine poisoning,Suicidality
4172899,Intentional cyclosporin overdose,Suicidality
4096451,Intentional cyclosporin poisoning,Suicidality
4174317,Intentional cytarabine overdose,Suicidality
4158288,Intentional cytarabine poisoning,Suicidality
4174179,Intentional dacarbazine overdose,Suicidality
4158141,Intentional dacarbazine poisoning,Suicidality
4174181,Intentional dactinomycin overdose,Suicidality
4161079,Intentional dactinomycin poisoning,Suicidality
4172423,Intentional danthron overdose,Suicidality
4156324,Intentional danthron poisoning,Suicidality
4161087,Intentional daunorubicin poisoning,Suicidality
4168271,Intentional desflurane overdose,Suicidality
4157801,Intentional desflurane poisoning,Suicidality
4173039,Intentional desipramine overdose,Suicidality
4094623,Intentional desipramine poisoning,Suicidality
4161478,Intentional desoxycorticosterone derivative poisoning,Suicidality
4173708,Intentional dexamethasone overdose,Suicidality
4160254,Intentional dextromethorphan poisoning,Suicidality
4172236,Intentional dextromoramide overdose,Suicidality
4159506,Intentional dextromoramide poisoning,Suicidality
4170681,Intentional dextropropoxyphene overdose,Suicidality
4159508,Intentional dextropropoxyphene poisoning,Suicidality
4157517,Intentional diagnostic dye poisoning,Suicidality
4054782,Intentional diamorphine overdose,Suicidality
4054784,Intentional diazepam overdose,Suicidality
4156920,Intentional diazepam poisoning,Suicidality
4182171,Intentional diazoxide overdose,Suicidality
4096260,Intentional diazoxide poisoning,Suicidality
4178698,Intentional dichloralphenazone overdose,Suicidality
4159198,Intentional dichloralphenazone poisoning,Suicidality
4172249,Intentional diclofenac overdose,Suicidality
4159529,Intentional diclofenac poisoning,Suicidality
4178259,Intentional digoxin overdose,Suicidality
4096136,Intentional digoxin poisoning,Suicidality
4055126,Intentional dihydrocodeine overdose,Suicidality
4160667,Intentional diiodohydroxyquinoline poisoning,Suicidality
4168255,Intentional dioctyl sulfosuccinate overdose,Suicidality
4171817,Intentional diphenhydramine overdose,Suicidality
4157217,Intentional diphenhydramine poisoning,Suicidality
4174954,Intentional diphenylpyraline overdose,Suicidality
4160253,Intentional diphenylpyraline poisoning,Suicidality
4173534,Intentional dipipanone overdose,Suicidality
4159509,Intentional dipipanone poisoning,Suicidality
4179890,Intentional dipyridamole overdose,Suicidality
4098830,Intentional dipyridamole poisoning,Suicidality
4173859,Intentional disopyramide overdose,Suicidality
4159676,Intentional disopyramide poisoning,Suicidality
37395749,Intentional disulfiram overdose,Suicidality
37395726,Intentional disulfiram poisoning,Suicidality
4177763,Intentional dithranol overdose,Suicidality
4171141,Intentional docusate overdose,Suicidality
4157663,Intentional docusate poisoning,Suicidality
4171128,Intentional domperidone overdose,Suicidality
4157959,Intentional domperidone poisoning,Suicidality
4169866,Intentional dosulepin overdose,Suicidality
4094625,Intentional dosulepin poisoning,Suicidality
4174469,Intentional doxepin overdose,Suicidality
4094628,Intentional doxepin poisoning,Suicidality
4168422,Intentional doxorubicin overdose,Suicidality
4158851,Intentional doxorubicin poisoning,Suicidality
4178099,Intentional doxycycline overdose,Suicidality
4161234,Intentional doxycycline poisoning,Suicidality
4171648,Intentional droperidol overdose,Suicidality
4159343,Intentional droperidol poisoning,Suicidality
4073368,Intentional drug or pharmaceutical preparation overdose,Suicidality
4244894,Intentional drug overdose,Suicidality
44790732,Intentional drug overdose by drug paraphernalia,Suicidality
46273976,Intentional drug overdose by injectable substance,Suicidality
46273060,Intentional drug overdose by tablet,Suicidality
44790734,Intentional drug overdose by tablets,Suicidality
4157199,Intentional ecstasy poisoning,Suicidality
4161869,Intentional electrolyte agent poisoning,Suicidality
4171151,Intentional enflurane overdose,Suicidality
4160946,Intentional enflurane poisoning,Suicidality
4174185,Intentional epirubicin overdose,Suicidality
4156612,Intentional epirubicin poisoning,Suicidality
4178380,Intentional ergot alkaloid overdose,Suicidality
4098827,Intentional ergot alkaloid poisoning,Suicidality
4179138,Intentional erythromycin overdose,Suicidality
4160112,Intentional erythromycin poisoning,Suicidality
4174175,Intentional estramustine overdose,Suicidality
4156598,Intentional estramustine poisoning,Suicidality
4173841,Intentional estrogen overdose,Suicidality
4158716,Intentional estrogen poisoning,Suicidality
4179761,Intentional ethacrynic acid overdose,Suicidality
4178227,Intentional ethambutol overdose,Suicidality
4160671,Intentional ethambutol poisoning,Suicidality
4168268,Intentional ether overdose,Suicidality
4157674,Intentional ether poisoning,Suicidality
4161343,Intentional ethionamide poisoning,Suicidality
4168403,Intentional ethoglucid overdose,Suicidality
4158133,Intentional ethoglucid poisoning,Suicidality
4094618,Intentional ethopropazine poisoning,Suicidality
4170019,Intentional ethosuximide overdose,Suicidality
4156895,Intentional ethosuximide poisoning,Suicidality
4170831,Intentional etodolac overdose,Suicidality
4156161,Intentional etodolac poisoning,Suicidality
4172575,Intentional etomidate overdose,Suicidality
4157976,Intentional etomidate poisoning,Suicidality
4168430,Intentional etoposide overdose,Suicidality
4158861,Intentional etoposide poisoning,Suicidality
4171950,Intentional etretinate overdose,Suicidality
37312623,Intentional excessive dose of antiserum administered,Suicidality
37312627,Intentional excessive dose of gamma globulin administered,Suicidality
37312632,Intentional excessive dose of vaccine administered,Suicidality
4175247,Intentional famotidine overdose,Suicidality
4157522,Intentional famotidine poisoning,Suicidality
4166649,Intentional felbinac overdose,Suicidality
4159532,Intentional felbinac poisoning,Suicidality
4175093,Intentional fenbufen overdose,Suicidality
4156163,Intentional fenbufen poisoning,Suicidality
4172255,Intentional fenoprofen overdose,Suicidality
4157497,Intentional fenoprofen poisoning,Suicidality
4173541,Intentional fentanyl overdose,Suicidality
4159519,Intentional fentanyl poisoning,Suicidality
4161762,Intentional ferric salt poisoning,Suicidality
4176835,Intentional ferrous sulfate overdose,Suicidality
4163512,Intentional ferrous sulfate poisoning,Suicidality
4178073,Intentional flucloxacillin overdose,Suicidality
4161214,Intentional flucloxacillin poisoning,Suicidality
4172089,Intentional flucytosine overdose,Suicidality
4160382,Intentional flucytosine poisoning,Suicidality
4168558,Intentional fludarabine overdose,Suicidality
4094918,Intentional fludarabine poisoning,Suicidality
4174628,Intentional flunitrazepam overdose,Suicidality
4156904,Intentional flunitrazepam poisoning,Suicidality
4161479,Intentional fluorinated corticosteroid poisoning,Suicidality
4172879,Intentional fluorouracil overdose,Suicidality
4158859,Intentional fluorouracil poisoning,Suicidality
4169998,Intentional fluoxetine overdose,Suicidality
4095230,Intentional fluoxetine poisoning,Suicidality
4174798,Intentional flupenthixol decanoate overdose,Suicidality
4159798,Intentional flupenthixol decanoate poisoning,Suicidality
4174801,Intentional flupenthixol overdose,Suicidality
4157066,Intentional flupenthixol poisoning,Suicidality
4178715,Intentional fluphenazine decanoate overdose,Suicidality
4174791,Intentional fluphenazine enanthate overdose,Suicidality
4159789,Intentional fluphenazine poisoning,Suicidality
4177272,Intentional flurazepam overdose,Suicidality
4161887,Intentional flurazepam poisoning,Suicidality
4175095,Intentional flurbiprofen overdose,Suicidality
4159660,Intentional flurbiprofen poisoning,Suicidality
4176090,Intentional fluspirilene overdose,Suicidality
4159346,Intentional fluspirilene poisoning,Suicidality
4170000,Intentional fluvoxamine overdose,Suicidality
4095064,Intentional fluvoxamine poisoning,Suicidality
4180807,Intentional folic acid overdose,Suicidality
4163626,Intentional folic acid poisoning,Suicidality
4174333,Intentional formestane overdose,Suicidality
4095073,Intentional formestane poisoning,Suicidality
4179759,Intentional furosemide overdose,Suicidality
4096133,Intentional furosemide poisoning,Suicidality
4176537,Intentional fusidic acid overdose,Suicidality
4161104,Intentional fusidic acid poisoning,Suicidality
4170008,Intentional gabapentin overdose,Suicidality
4159004,Intentional gabapentin poisoning,Suicidality
4178998,Intentional gamolenic acid overdose,Suicidality
4176527,Intentional gentamicin overdose,Suicidality
4158295,Intentional gentamicin poisoning,Suicidality
4179600,Intentional glucagon overdose,Suicidality
4158705,Intentional glucagon poisoning,Suicidality
4176391,Intentional gold salt overdose,Suicidality
4157228,Intentional gold salt poisoning,Suicidality
4158729,Intentional gonadotrophin poisoning,Suicidality
4179012,Intentional griseofulvin overdose,Suicidality
4160090,Intentional griseofulvin poisoning,Suicidality
4160256,Intentional guaifenesin poisoning,Suicidality
4173997,Intentional guanethidine overdose,Suicidality
4097028,Intentional guanethidine poisoning,Suicidality
4157223,Intentional hair treatment poisoning,Suicidality
4178710,Intentional haloperidol overdose,Suicidality
4159781,Intentional haloperidol poisoning,Suicidality
4171153,Intentional halothane overdose,Suicidality
4157675,Intentional halothane poisoning,Suicidality
4176832,Intentional heparin overdose,Suicidality
4161759,Intentional heparin poisoning,Suicidality
4159511,Intentional heroin poisoning,Suicidality
4160397,Intentional hexylresorcinol poisoning,Suicidality
4159901,Intentional homatropine poisoning,Suicidality
4163507,Intentional human fibrinogen poisoning,Suicidality
4182174,Intentional hydralazine overdose,Suicidality
4097033,Intentional hydralazine poisoning,Suicidality
4172882,Intentional hydroxycarbamide overdose,Suicidality
4094795,Intentional hydroxycarbamide poisoning,Suicidality
4180540,Intentional hydroxyquinoline overdose,Suicidality
4158580,Intentional hydroxyquinoline poisoning,Suicidality
4171941,Intentional hydroxyzine overdose,Suicidality
4171808,Intentional hyoscine overdose,Suicidality
4162457,Intentional hyoscine poisoning,Suicidality
4172259,Intentional ibuprofen overdose,Suicidality
4156776,Intentional ibuprofen poisoning,Suicidality
4172749,Intentional idarubicin overdose,Suicidality
4158853,Intentional idarubicin poisoning,Suicidality
4177906,Intentional idoxuridine overdose,Suicidality
4160389,Intentional idoxuridine poisoning,Suicidality
4174171,Intentional ifosfamide overdose,Suicidality
4158736,Intentional ifosfamide poisoning,Suicidality
4169868,Intentional imipramine overdose,Suicidality
4095089,Intentional imipramine poisoning,Suicidality
4172724,Intentional immunostimulant overdose,Suicidality
4158126,Intentional immunostimulant poisoning,Suicidality
4170838,Intentional indomethacin overdose,Suicidality
4157501,Intentional indomethacin poisoning,Suicidality
4173709,Intentional insulin overdose,Suicidality
4158706,Intentional insulin poisoning,Suicidality
4173854,Intentional iodide overdose,Suicidality
4161610,Intentional iodide poisoning,Suicidality
4169870,Intentional iprindole overdose,Suicidality
4094944,Intentional iprindole poisoning,Suicidality
4169875,Intentional iproniazid overdose,Suicidality
4094951,Intentional iproniazid poisoning,Suicidality
4174479,Intentional isocarboxazid overdose,Suicidality
4095056,Intentional isocarboxazid poisoning,Suicidality
4171155,Intentional isoflurane overdose,Suicidality
4160950,Intentional isoflurane poisoning,Suicidality
4178226,Intentional isoniazid overdose,Suicidality
4158584,Intentional isoniazid poisoning,Suicidality
4171954,Intentional isotretinoin overdose,Suicidality
4176525,Intentional kanamycin overdose,Suicidality
4160108,Intentional kanamycin poisoning,Suicidality
4171005,Intentional kaolin overdose,Suicidality
4160812,Intentional kaolin poisoning,Suicidality
4168262,Intentional ketamine overdose,Suicidality
4157671,Intentional ketamine poisoning,Suicidality
4177285,Intentional ketazolam overdose,Suicidality
4159681,Intentional ketazolam poisoning,Suicidality
4172260,Intentional ketoprofen overdose,Suicidality
4156164,Intentional ketoprofen poisoning,Suicidality
4170840,Intentional ketorolac overdose,Suicidality
4156166,Intentional ketorolac poisoning,Suicidality
4172427,Intentional lactulose overdose,Suicidality
4157660,Intentional lactulose poisoning,Suicidality
4177130,Intentional lamotrigine overdose,Suicidality
4094785,Intentional lamotrigine poisoning,Suicidality
4172412,Intentional lansoprazole overdose,Suicidality
4157946,Intentional lansoprazole poisoning,Suicidality
4176667,Intentional latamoxef overdose,Suicidality
4158445,Intentional latamoxef poisoning,Suicidality
4160377,Intentional levallorphan poisoning,Suicidality
4172902,Intentional levodopa overdose,Suicidality
4095080,Intentional levodopa poisoning,Suicidality
4159787,Intentional levomeprazine poisoning,Suicidality
4176210,Intentional levomepromazine overdose,Suicidality
4170826,Intentional levorphanol overdose,Suicidality
4157372,Intentional levorphanol poisoning,Suicidality
4161748,Intentional levothyroxine sodium poisoning,Suicidality
4175415,Intentional lidocaine overdose,Suicidality
4157806,Intentional lidocaine poisoning,Suicidality
4180687,Intentional liothyronine overdose,Suicidality
4158724,Intentional liothyronine poisoning,Suicidality
4172401,Intentional liquorice overdose,Suicidality
4176985,Intentional lithium overdose,Suicidality
4096574,Intentional lithium poisoning,Suicidality
4162467,Intentional local antipruritic poisoning,Suicidality
4159913,Intentional local astringent and detergent poisoning,Suicidality
4172717,Intentional local cocaine overdose,Suicidality
4174472,Intentional lofepramine overdose,Suicidality
4094945,Intentional lofepramine poisoning,Suicidality
4175431,Intentional lomustine overdose,Suicidality
4161078,Intentional lomustine poisoning,Suicidality
4171004,Intentional loperamide overdose,Suicidality
4160811,Intentional loperamide poisoning,Suicidality
4176067,Intentional loprazolam overdose,Suicidality
4156906,Intentional loprazolam poisoning,Suicidality
4178693,Intentional lorazepam overdose,Suicidality
4159195,Intentional lorazepam poisoning,Suicidality
4177274,Intentional lormetazepam overdose,Suicidality
4158994,Intentional lormetazepam poisoning,Suicidality
4174780,Intentional loxapine overdose,Suicidality
4157042,Intentional loxapine poisoning,Suicidality
4169858,Intentional lysuride overdose,Suicidality
4094935,Intentional lysuride poisoning,Suicidality
4163506,Intentional macromolecular blood substitute poisoning,Suicidality
4175268,Intentional magnesium sulfate overdose,Suicidality
4157661,Intentional magnesium sulfate poisoning,Suicidality
4171002,Intentional magnesium trisilicate overdose,Suicidality
4157953,Intentional magnesium trisilicate poisoning,Suicidality
4168103,Intentional magnetic resonance imaging contrast media overdose,Suicidality
4157828,Intentional magnetic resonance imaging contrast media poisoning,Suicidality
4170002,Intentional maprotiline overdose,Suicidality
4095231,Intentional maprotiline poisoning,Suicidality
4170163,Intentional medazepam overdose,Suicidality
4159191,Intentional medazepam poisoning,Suicidality
4168097,Intentional mefenamic acid overdose,Suicidality
4156779,Intentional mefenamic acid poisoning,Suicidality
4176516,Intentional mefloquine overdose,Suicidality
4160100,Intentional mefloquine poisoning,Suicidality
4172736,Intentional melphalan overdose,Suicidality
4158841,Intentional melphalan poisoning,Suicidality
4170172,Intentional meprobamate overdose,Suicidality
4156923,Intentional meprobamate poisoning,Suicidality
4172246,Intentional meptazinol overdose,Suicidality
4156157,Intentional meptazinol poisoning,Suicidality
4174312,Intentional mercaptopurine overdose,Suicidality
4156617,Intentional mercaptopurine poisoning,Suicidality
4172873,Intentional mercuric oxide overdose,Suicidality
4161088,Intentional mercuric oxide poisoning,Suicidality
4173992,Intentional mersalyl overdose,Suicidality
4178851,Intentional mescaline overdose,Suicidality
4160236,Intentional mescaline poisoning,Suicidality
4176367,Intentional metaraminol overdose,Suicidality
4160245,Intentional metaraminol poisoning,Suicidality
4055127,Intentional methadone overdose,Suicidality
4156147,Intentional methadone poisoning,Suicidality
4176825,Intentional methandriol overdose,Suicidality
4161494,Intentional methandriol poisoning,Suicidality
4171962,Intentional methocarbamol overdose,Suicidality
4172580,Intentional methohexitone overdose,Suicidality
4157673,Intentional methohexitone poisoning,Suicidality
4174310,Intentional methotrexate overdose,Suicidality
4156616,Intentional methotrexate poisoning,Suicidality
4175938,Intentional methylphenobarbitone overdose,Suicidality
4156785,Intentional methylphenobarbitone poisoning,Suicidality
4177145,Intentional methyprylone overdose,Suicidality
4159173,Intentional methyprylone poisoning,Suicidality
4175261,Intentional metoclopramide overdose,Suicidality
4156323,Intentional metoclopramide poisoning,Suicidality
4177124,Intentional mianserin overdose,Suicidality
4094780,Intentional mianserin poisoning,Suicidality
4177288,Intentional midazolam overdose,Suicidality
4159194,Intentional midazolam poisoning,Suicidality
4178101,Intentional minocycline overdose,Suicidality
4158462,Intentional minocycline poisoning,Suicidality
4168109,Intentional misoprostol overdose,Suicidality
4160797,Intentional misoprostol poisoning,Suicidality
4174160,Intentional mitobronitol overdose,Suicidality
4160964,Intentional mitobronitol poisoning,Suicidality
4168413,Intentional mitomycin overdose,Suicidality
4158144,Intentional mitomycin poisoning,Suicidality
4168419,Intentional mitoxantrone overdose,Suicidality
4161082,Intentional mitoxantrone poisoning,Suicidality
4174480,Intentional moclobemide overdose,Suicidality
4095220,Intentional moclobemide poisoning,Suicidality
4166634,Intentional morphine overdose,Suicidality
4156767,Intentional morphine poisoning,Suicidality
4175258,Intentional nabilone overdose,Suicidality
4156319,Intentional nabilone poisoning,Suicidality
4170844,Intentional nabumetone overdose,Suicidality
4156782,Intentional nabumetone poisoning,Suicidality
4172242,Intentional nalbuphine overdose,Suicidality
4156151,Intentional nalbuphine poisoning,Suicidality
4162475,Intentional nalorphine poisoning,Suicidality
4176393,Intentional naloxone overdose,Suicidality
4162472,Intentional naloxone poisoning,Suicidality
4180679,Intentional nandrolone overdose,Suicidality
4158721,Intentional nandrolone poisoning,Suicidality
4170846,Intentional naproxen overdose,Suicidality
4157507,Intentional naproxen poisoning,Suicidality
4159524,Intentional narcotic poisoning,Suicidality
4173065,Intentional nefazodone overdose,Suicidality
4095225,Intentional nefazodone poisoning,Suicidality
4170847,Intentional nefopam overdose,Suicidality
4157508,Intentional nefopam poisoning,Suicidality
4177924,Intentional netilmicin overdose,Suicidality
4160111,Intentional netilmicin poisoning,Suicidality
4178865,Intentional nicotine overdose,Suicidality
4162319,Intentional nicotine poisoning,Suicidality
4173856,Intentional nicotinic acid derivative overdose,Suicidality
4098819,Intentional nicotinic acid derivative poisoning,Suicidality
4178991,Intentional nikethamide overdose,Suicidality
4162459,Intentional nikethamide poisoning,Suicidality
4095371,Intentional nitrate poisoning,Suicidality
4174631,Intentional nitrazepam overdose,Suicidality
4156908,Intentional nitrazepam poisoning,Suicidality
4097035,Intentional nitrite poisoning,Suicidality
4180394,Intentional nitrofuran derivative overdose,Suicidality
4162610,Intentional nitrofuran derivative poisoning,Suicidality
4168258,Intentional nitrous oxide overdose,Suicidality
4160936,Intentional nitrous oxide poisoning,Suicidality
4172405,Intentional nizatidine overdose,Suicidality
4157644,Intentional nizatidine poisoning,Suicidality
4055058,Intentional non-opiate analgesic overdose,Suicidality
4082005,Intentional non-steroidal anti-inflammatory agent overdose,Suicidality
4159900,Intentional norepinephrine poisoning,Suicidality
4169872,Intentional nortriptyline overdose,Suicidality
4094633,Intentional nortriptyline poisoning,Suicidality
4177788,Intentional nystatin overdose,Suicidality
4157344,Intentional nystatin poisoning,Suicidality
4162606,Intentional oleandomycin poisoning,Suicidality
4172410,Intentional omeprazole overdose,Suicidality
4160805,Intentional omeprazole poisoning,Suicidality
4055125,Intentional opiate analgesic overdose,Suicidality
4179726,Intentional oral contraceptive overdose,Suicidality
4158715,Intentional oral contraceptive poisoning,Suicidality
4160247,Intentional orciprenaline poisoning,Suicidality
4180826,Intentional osmotic diuretic overdose,Suicidality
4098823,Intentional osmotic diuretic poisoning,Suicidality
4173998,Intentional overdose by angiotensin-converting enzyme inhibitor,Suicidality
4178866,Intentional overdose by calcium-channel blocker,Suicidality
4177137,Intentional overdose by carbamazepine,Suicidality
4178853,Intentional overdose by cocaine,Suicidality
4166630,Intentional overdose by codeine,Suicidality
4178857,Intentional overdose by crack cocaine,Suicidality
4176822,Intentional overdose by glibenclamide,Suicidality
4178849,Intentional overdose by lysergic acid,Suicidality
4173833,Intentional overdose by metformin,Suicidality
4170010,Intentional overdose by sodium valproate,Suicidality
4168281,Intentional overdose by therapeutic gas,Suicidality
4176238,Intentional overdose of beta-adrenergic blocking drug,Suicidality
